Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET0000292,ORD0003165,P000804,2025-04-03 11:12:14,Expired Product,165.79,Approved
RET0000293,ORD0003181,P000701,2025-04-03 11:27:05,Damaged in Transit,21.47,Approved
RET0000294,ORD0003187,P002242,2025-04-04 11:32:02,Wrong Item Delivered,88.01,Approved
RET0000295,ORD0003216,P002200,2025-04-03 12:06:21,Damaged in Transit,118.77,Approved
RET0000296,ORD0003250,P000934,2025-04-03 12:21:36,Expired Product,0.0,Rejected
RET0000297,ORD0003253,P001672,2025-04-03 12:21:56,Quality/Freshness Issue,280.83,Approved
RET0000298,ORD0003260,P000657,2025-04-03 12:28:53,Damaged in Transit,30.38,Approved
RET0000299,ORD0003262,P000182,2025-04-03 12:29:29,Quality/Freshness Issue,0.0,Pending
RET0000300,ORD0003263,P000706,2025-04-03 12:29:35,Expired Product,51.33,Approved
RET0000301,ORD0003271,P000826,2025-04-03 12:31:57,Quality/Freshness Issue,220.24,Approved
RET0000302,ORD0003289,P000551,2025-04-03 12:44:18,Damaged in Transit,0.0,Pending
RET0000303,ORD0003292,P001492,2025-04-03 12:47:13,Quality/Freshness Issue,0.0,Rejected
RET0000304,ORD0003301,P000829,2025-04-03 12:51:10,Expired Product,61.39,Approved
RET0000305,ORD0003321,P001186,2025-04-05 12:59:13,Wrong Item Delivered,656.35,Approved
RET0000306,ORD0003328,P001521,2025-04-03 13:03:17,Expired Product,52.34,Approved
RET0000307,ORD0003366,P000089,2025-04-03 13:19:54,Wrong Item Delivered,158.7,Approved
RET0000308,ORD0003367,P001547,2025-04-03 13:19:55,Damaged in Transit,38.57,Approved
RET0000309,ORD0003368,P000885,2025-04-03 13:20:16,Quality/Freshness Issue,20.15,Approved
RET0000310,ORD0003370,P000214,2025-04-03 13:20:28,Not as Expected,74.68,Approved
RET0000311,ORD0003381,P000438,2025-04-03 13:26:47,Wrong Item Delivered,61.5,Approved
RET0000312,ORD0003387,P000085,2025-04-03 13:28:35,Quality/Freshness Issue,64.54,Approved
RET0000313,ORD0003398,P000399,2025-04-04 13:33:45,Quality/Freshness Issue,0.0,Pending
RET0000314,ORD0003442,P001715,2025-04-03 13:52:03,Damaged in Transit,207.84,Approved
RET0000315,ORD0003448,P001999,2025-04-03 13:54:44,Not as Expected,42.17,Approved
RET0000316,ORD0003449,P000455,2025-04-03 13:54:44,Damaged in Transit,221.49,Approved
RET0000317,ORD0003451,P001240,2025-04-03 13:55:10,Wrong Item Delivered,417.51,Approved
RET0000318,ORD0003469,P000815,2025-04-03 14:00:51,Damaged in Transit,472.14,Approved
RET0000319,ORD0003478,P002025,2025-04-03 14:04:29,Damaged in Transit,100.07,Approved
RET0000320,ORD0003487,P000909,2025-04-03 14:08:23,Damaged in Transit,52.16,Approved
RET0000321,ORD0003501,P000240,2025-04-03 14:14:52,Expired Product,212.71,Approved
RET0000322,ORD0003504,P000648,2025-04-04 14:16:38,Not as Expected,347.61,Approved
RET0000323,ORD0003525,P000814,2025-04-03 14:25:18,Quality/Freshness Issue,20.42,Approved
RET0000324,ORD0003537,P000089,2025-04-03 14:30:30,Quality/Freshness Issue,54.31,Approved
RET0000325,ORD0003538,P001479,2025-04-06 14:30:53,Quality/Freshness Issue,145.35,Approved
RET0000326,ORD0003554,P000665,2025-04-03 14:39:36,Quality/Freshness Issue,34.7,Approved
RET0000327,ORD0003560,P000378,2025-04-05 14:43:30,Damaged in Transit,71.28,Approved
RET0000328,ORD0003572,P000925,2025-04-03 14:49:10,Damaged in Transit,163.12,Approved
RET0000329,ORD0003574,P000773,2025-04-03 14:50:19,Damaged in Transit,44.64,Approved
RET0000330,ORD0003575,P002105,2025-04-04 14:51:07,Damaged in Transit,44.92,Approved
RET0000331,ORD0003593,P001414,2025-04-03 14:58:58,Wrong Item Delivered,359.48,Approved
RET0000332,ORD0003596,P002014,2025-04-03 15:00:55,Wrong Item Delivered,39.86,Approved
RET0000333,ORD0003612,P000395,2025-04-03 15:21:58,Damaged in Transit,0.0,Rejected
RET0000334,ORD0003624,P000037,2025-04-04 15:38:29,Quality/Freshness Issue,72.65,Approved
RET0000335,ORD0003637,P001769,2025-04-03 15:56:54,Not as Expected,88.31,Approved
RET0000336,ORD0003639,P001906,2025-04-03 15:58:07,Damaged in Transit,32.24,Approved
RET0000337,ORD0003639,P000710,2025-04-03 15:58:07,Not as Expected,95.81,Approved
RET0000338,ORD0003643,P001363,2025-04-03 16:05:40,Damaged in Transit,182.4,Approved
RET0000339,ORD0003650,P001849,2025-04-04 16:14:36,Expired Product,486.68,Approved
RET0000340,ORD0003653,P000127,2025-04-03 16:22:37,Wrong Item Delivered,0.0,Pending
RET0000341,ORD0003668,P001813,2025-04-03 16:54:01,Quality/Freshness Issue,31.65,Approved
RET0000342,ORD0003673,P000947,2025-04-03 17:02:15,Damaged in Transit,39.17,Approved
RET0000343,ORD0003676,P000588,2025-04-05 17:04:39,Expired Product,184.18,Approved
RET0000344,ORD0003677,P001526,2025-04-04 17:04:47,Wrong Item Delivered,0.0,Pending
RET0000345,ORD0003677,P000094,2025-04-04 17:04:47,Wrong Item Delivered,12.09,Approved
RET0000346,ORD0003678,P000711,2025-04-03 17:08:00,Quality/Freshness Issue,111.81,Approved
RET0000347,ORD0003681,P000917,2025-04-04 17:09:39,Damaged in Transit,67.6,Approved
RET0000348,ORD0003687,P002135,2025-04-03 17:17:31,Quality/Freshness Issue,26.67,Approved
RET0000349,ORD0003703,P001281,2025-04-03 17:44:55,Quality/Freshness Issue,178.22,Approved
RET0000350,ORD0003715,P001512,2025-04-03 18:03:16,Expired Product,54.24,Approved
RET0000351,ORD0003720,P001945,2025-04-04 18:05:32,Damaged in Transit,309.06,Approved
RET0000352,ORD0003723,P000822,2025-04-04 18:07:15,Quality/Freshness Issue,62.79,Approved
RET0000353,ORD0003738,P000260,2025-04-03 18:18:56,Damaged in Transit,93.98,Approved
RET0000354,ORD0003745,P001639,2025-04-04 18:21:51,Damaged in Transit,70.41,Approved
RET0000355,ORD0003750,P001826,2025-04-03 18:23:24,Wrong Item Delivered,47.69,Approved
RET0000356,ORD0003759,P001653,2025-04-05 18:27:35,Wrong Item Delivered,0.0,Rejected
RET0000357,ORD0003759,P001244,2025-04-04 18:27:35,Wrong Item Delivered,28.13,Approved
RET0000358,ORD0003772,P001740,2025-04-03 18:35:20,Expired Product,0.0,Rejected
RET0000359,ORD0003786,P002212,2025-04-05 18:39:34,Wrong Item Delivered,235.32,Approved
RET0000360,ORD0003806,P000880,2025-04-03 18:45:41,Quality/Freshness Issue,0.0,Rejected
RET0000361,ORD0003835,P001847,2025-04-03 18:57:55,Wrong Item Delivered,0.0,Pending
RET0000362,ORD0003843,P001217,2025-04-03 19:00:28,Quality/Freshness Issue,162.8,Approved
RET0000363,ORD0003844,P002121,2025-04-03 19:00:44,Damaged in Transit,229.81,Approved
RET0000364,ORD0003846,P001250,2025-04-04 19:01:47,Quality/Freshness Issue,259.93,Approved
RET0000365,ORD0003857,P002214,2025-04-03 19:04:37,Wrong Item Delivered,0.0,Rejected
RET0000366,ORD0003909,P002076,2025-04-04 19:23:20,Damaged in Transit,278.44,Approved
RET0000367,ORD0003912,P001827,2025-04-03 19:24:13,Expired Product,191.53,Approved
RET0000368,ORD0003926,P000168,2025-04-03 19:28:37,Quality/Freshness Issue,68.61,Approved
RET0000369,ORD0003937,P001892,2025-04-04 19:31:57,Quality/Freshness Issue,410.9,Approved
RET0000370,ORD0003948,P001036,2025-04-03 19:36:58,Wrong Item Delivered,154.06,Approved
RET0000371,ORD0003952,P000127,2025-04-03 19:37:32,Quality/Freshness Issue,20.83,Approved
RET0000372,ORD0003966,P000346,2025-04-03 19:43:27,Wrong Item Delivered,26.15,Approved
RET0000373,ORD0003993,P001898,2025-04-04 19:52:37,Not as Expected,203.86,Approved
RET0000374,ORD0003996,P002083,2025-04-03 19:54:12,Damaged in Transit,125.29,Approved
RET0000375,ORD0004004,P001583,2025-04-04 19:56:47,Expired Product,277.41,Approved
RET0000376,ORD0004005,P000892,2025-04-03 19:57:28,Damaged in Transit,196.41,Approved
RET0000377,ORD0004034,P001658,2025-04-04 20:06:27,Expired Product,70.32,Approved
RET0000378,ORD0004034,P001937,2025-04-03 20:06:27,Damaged in Transit,55.27,Approved
RET0000379,ORD0004036,P001577,2025-04-03 20:06:53,Damaged in Transit,0.0,Rejected
RET0000380,ORD0004039,P001117,2025-04-03 20:08:16,Damaged in Transit,349.21,Approved
RET0000381,ORD0004057,P002269,2025-04-03 20:13:31,Wrong Item Delivered,39.65,Approved
RET0000382,ORD0004062,P001893,2025-04-03 20:15:14,Not as Expected,71.97,Approved
RET0000383,ORD0004073,P000707,2025-04-04 20:17:52,Damaged in Transit,283.1,Approved
RET0000384,ORD0004074,P000429,2025-04-03 20:17:58,Quality/Freshness Issue,28.88,Approved
RET0000385,ORD0004087,P000977,2025-04-03 20:21:42,Quality/Freshness Issue,435.11,Approved
RET0000386,ORD0004099,P000357,2025-04-05 20:25:12,Damaged in Transit,66.27,Approved
RET0000387,ORD0004117,P000462,2025-04-03 20:29:41,Expired Product,506.17,Approved
RET0000388,ORD0004127,P000933,2025-04-03 20:32:26,Damaged in Transit,78.14,Approved
RET0000389,ORD0004133,P002265,2025-04-03 20:35:08,Damaged in Transit,257.95,Approved
RET0000390,ORD0004137,P000750,2025-04-03 20:36:28,Damaged in Transit,689.86,Approved
RET0000391,ORD0004142,P002279,2025-04-05 20:37:15,Quality/Freshness Issue,313.18,Approved
RET0000392,ORD0004145,P001710,2025-04-04 20:39:08,Quality/Freshness Issue,850.98,Approved
RET0000393,ORD0004154,P002226,2025-04-03 20:42:48,Quality/Freshness Issue,14.73,Approved
RET0000394,ORD0004168,P001766,2025-04-05 20:45:32,Expired Product,306.64,Approved
RET0000395,ORD0004174,P000666,2025-04-03 20:46:36,Damaged in Transit,158.9,Approved
RET0000396,ORD0004176,P001262,2025-04-03 20:47:42,Damaged in Transit,69.36,Approved
RET0000397,ORD0004181,P000162,2025-04-03 20:48:00,Quality/Freshness Issue,0.0,Rejected
RET0000398,ORD0004203,P000084,2025-04-03 20:55:46,Quality/Freshness Issue,0.0,Rejected
RET0000399,ORD0004221,P002111,2025-04-03 21:02:15,Damaged in Transit,63.05,Approved
RET0000400,ORD0004236,P001922,2025-04-03 21:09:26,Quality/Freshness Issue,70.3,Approved
RET0000401,ORD0004240,P001640,2025-04-03 21:11:15,Wrong Item Delivered,33.02,Approved
RET0000402,ORD0004256,P000274,2025-04-03 21:18:25,Expired Product,74.2,Approved
RET0000403,ORD0004266,P000280,2025-04-03 21:26:34,Quality/Freshness Issue,184.3,Approved
RET0000404,ORD0004293,P000930,2025-04-03 21:37:25,Damaged in Transit,37.92,Approved
RET0000405,ORD0004302,P000260,2025-04-04 21:41:29,Damaged in Transit,0.0,Rejected
RET0000406,ORD0004302,P001585,2025-04-03 21:41:29,Wrong Item Delivered,0.0,Pending
RET0000407,ORD0004302,P001383,2025-04-04 21:41:29,Damaged in Transit,70.14,Approved
RET0000408,ORD0004311,P000511,2025-04-06 21:45:00,Wrong Item Delivered,141.67,Approved
RET0000409,ORD0004318,P001498,2025-04-05 21:48:09,Damaged in Transit,340.3,Approved
RET0000410,ORD0004335,P000156,2025-04-03 21:55:56,Expired Product,22.85,Approved
RET0000411,ORD0004345,P000467,2025-04-03 22:03:14,Damaged in Transit,53.88,Approved
RET0000412,ORD0004348,P001865,2025-04-03 22:11:05,Wrong Item Delivered,0.0,Pending
RET0000413,ORD0004353,P001797,2025-04-04 22:19:37,Quality/Freshness Issue,40.63,Approved
RET0000414,ORD0004361,P001701,2025-04-06 22:27:03,Damaged in Transit,21.99,Approved
RET0000415,ORD0004370,P000289,2025-04-03 22:34:53,Expired Product,99.56,Approved
RET0000416,ORD0004370,P002207,2025-04-03 22:34:53,Wrong Item Delivered,62.8,Approved
RET0000417,ORD0004391,P001226,2025-04-05 22:59:40,Expired Product,16.78,Approved
RET0000418,ORD0004398,P001286,2025-04-03 23:08:23,Expired Product,0.0,Rejected
RET0000419,ORD0004431,P000885,2025-04-03 23:44:43,Damaged in Transit,17.31,Approved
RET0000420,ORD0004461,P001039,2025-04-04 06:51:22,Expired Product,0.0,Rejected
RET0000421,ORD0004461,P001671,2025-04-05 06:51:22,Quality/Freshness Issue,39.63,Approved
RET0000422,ORD0004464,P001535,2025-04-04 07:05:34,Quality/Freshness Issue,0.0,Rejected
RET0000423,ORD0004478,P001541,2025-04-05 07:37:17,Expired Product,135.53,Approved
RET0000424,ORD0004493,P001994,2025-04-05 08:01:49,Quality/Freshness Issue,68.3,Approved
RET0000425,ORD0004509,P002173,2025-04-04 08:22:06,Damaged in Transit,15.81,Approved
RET0000426,ORD0004522,P000087,2025-04-04 08:38:09,Wrong Item Delivered,76.74,Approved
RET0000427,ORD0004568,P001842,2025-04-04 09:38:09,Expired Product,0.0,Pending
RET0000428,ORD0004569,P001530,2025-04-04 09:39:24,Expired Product,18.02,Approved
RET0000429,ORD0004584,P001286,2025-04-05 09:48:48,Quality/Freshness Issue,21.41,Approved
RET0000430,ORD0004591,P000763,2025-04-04 09:54:12,Expired Product,23.08,Approved
RET0000431,ORD0004591,P001903,2025-04-04 09:54:12,Damaged in Transit,14.3,Approved
RET0000432,ORD0004592,P000912,2025-04-04 09:55:17,Expired Product,45.89,Approved
RET0000433,ORD0004609,P001286,2025-04-04 10:20:46,Expired Product,19.83,Approved
RET0000434,ORD0004618,P000534,2025-04-04 10:27:55,Wrong Item Delivered,0.0,Rejected
RET0000435,ORD0004629,P001902,2025-04-04 10:37:04,Expired Product,173.53,Approved
RET0000436,ORD0004634,P002055,2025-04-05 10:43:25,Damaged in Transit,0.0,Rejected
RET0000437,ORD0004646,P001659,2025-04-06 11:07:24,Wrong Item Delivered,0.0,Rejected
RET0000438,ORD0004678,P001661,2025-04-04 11:40:33,Quality/Freshness Issue,0.0,Pending
RET0000439,ORD0004702,P001652,2025-04-04 12:02:01,Quality/Freshness Issue,22.91,Approved
RET0000440,ORD0004706,P001334,2025-04-04 12:04:30,Expired Product,45.2,Approved
RET0000441,ORD0004733,P002082,2025-04-04 12:17:52,Expired Product,216.9,Approved
RET0000442,ORD0004749,P000129,2025-04-04 12:32:05,Expired Product,17.79,Approved
RET0000443,ORD0004758,P001943,2025-04-04 12:38:10,Damaged in Transit,65.47,Approved
RET0000444,ORD0004758,P002051,2025-04-06 12:38:10,Damaged in Transit,64.97,Approved
RET0000445,ORD0004768,P001009,2025-04-04 12:43:33,Not as Expected,129.05,Approved
RET0000446,ORD0004769,P001763,2025-04-05 12:43:36,Quality/Freshness Issue,176.64,Approved
RET0000447,ORD0004773,P000426,2025-04-04 12:45:32,Not as Expected,261.08,Approved
RET0000448,ORD0004775,P000068,2025-04-06 12:47:22,Quality/Freshness Issue,0.0,Rejected
RET0000449,ORD0004782,P002159,2025-04-04 12:51:24,Damaged in Transit,0.0,Rejected
RET0000450,ORD0004794,P000913,2025-04-04 13:00:19,Quality/Freshness Issue,334.67,Approved
RET0000451,ORD0004804,P001092,2025-04-05 13:02:29,Wrong Item Delivered,0.0,Rejected
RET0000452,ORD0004819,P000667,2025-04-04 13:07:13,Damaged in Transit,231.49,Approved
RET0000453,ORD0004823,P000538,2025-04-05 13:08:15,Wrong Item Delivered,40.79,Approved
RET0000454,ORD0004828,P001432,2025-04-05 13:08:49,Wrong Item Delivered,204.05,Approved
RET0000455,ORD0004846,P001311,2025-04-05 13:21:12,Damaged in Transit,140.07,Approved
RET0000456,ORD0004852,P001291,2025-04-04 13:25:44,Not as Expected,19.96,Approved
RET0000457,ORD0004858,P001506,2025-04-05 13:26:52,Expired Product,152.7,Approved
RET0000458,ORD0004866,P002297,2025-04-04 13:30:05,Damaged in Transit,661.19,Approved
RET0000459,ORD0004878,P000689,2025-04-04 13:35:41,Damaged in Transit,39.66,Approved
RET0000460,ORD0004898,P001549,2025-04-04 13:43:36,Expired Product,0.0,Pending
RET0000461,ORD0004907,P000743,2025-04-04 13:48:31,Quality/Freshness Issue,30.08,Approved
RET0000462,ORD0004915,P000029,2025-04-04 13:50:25,Damaged in Transit,259.11,Approved
RET0000463,ORD0004931,P002134,2025-04-06 13:55:23,Not as Expected,241.86,Approved
RET0000464,ORD0004938,P002092,2025-04-05 13:57:11,Quality/Freshness Issue,168.02,Approved
RET0000465,ORD0004940,P001061,2025-04-04 13:58:55,Wrong Item Delivered,514.2,Approved
RET0000466,ORD0004976,P000494,2025-04-04 14:13:58,Expired Product,21.32,Approved
RET0000467,ORD0004981,P002081,2025-04-06 14:15:13,Damaged in Transit,216.38,Approved
RET0000468,ORD0004982,P000471,2025-04-04 14:15:18,Quality/Freshness Issue,46.41,Approved
RET0000469,ORD0004987,P001006,2025-04-04 14:18:54,Expired Product,69.42,Approved
RET0000470,ORD0004991,P001455,2025-04-05 14:19:59,Quality/Freshness Issue,344.96,Approved
RET0000471,ORD0004992,P001898,2025-04-05 14:21:33,Wrong Item Delivered,248.49,Approved
RET0000472,ORD0005005,P000765,2025-04-05 14:24:53,Not as Expected,75.12,Approved
RET0000473,ORD0005014,P002032,2025-04-04 14:29:23,Quality/Freshness Issue,141.74,Approved
RET0000474,ORD0005042,P000376,2025-04-06 14:41:23,Quality/Freshness Issue,16.28,Approved
RET0000475,ORD0005052,P001192,2025-04-04 14:46:30,Damaged in Transit,17.8,Approved
RET0000476,ORD0005060,P002262,2025-04-05 14:51:00,Damaged in Transit,152.75,Approved
RET0000477,ORD0005064,P002114,2025-04-04 14:51:53,Expired Product,258.59,Approved
RET0000478,ORD0005070,P002290,2025-04-04 14:55:01,Wrong Item Delivered,16.95,Approved
RET0000479,ORD0005090,P002255,2025-04-06 15:16:35,Expired Product,94.83,Approved
RET0000480,ORD0005116,P002106,2025-04-04 16:30:28,Quality/Freshness Issue,427.85,Approved
RET0000481,ORD0005121,P001098,2025-04-05 16:41:13,Wrong Item Delivered,88.14,Approved
RET0000482,ORD0005125,P001499,2025-04-05 16:48:54,Wrong Item Delivered,269.45,Approved
RET0000483,ORD0005135,P001461,2025-04-04 17:04:19,Damaged in Transit,54.4,Approved
RET0000484,ORD0005138,P001499,2025-04-05 17:09:54,Damaged in Transit,188.97,Approved
RET0000485,ORD0005146,P001986,2025-04-04 17:23:22,Wrong Item Delivered,0.0,Pending
RET0000486,ORD0005149,P000506,2025-04-05 17:26:02,Expired Product,351.85,Approved
RET0000487,ORD0005162,P000752,2025-04-04 17:51:05,Wrong Item Delivered,57.8,Approved
RET0000488,ORD0005175,P001136,2025-04-05 18:01:55,Quality/Freshness Issue,27.13,Approved
RET0000489,ORD0005179,P002210,2025-04-04 18:03:10,Damaged in Transit,185.29,Approved
RET0000490,ORD0005188,P000502,2025-04-04 18:08:58,Wrong Item Delivered,132.32,Approved
RET0000491,ORD0005193,P001622,2025-04-04 18:11:54,Quality/Freshness Issue,38.83,Approved
RET0000492,ORD0005205,P000688,2025-04-04 18:15:46,Wrong Item Delivered,32.37,Approved
RET0000493,ORD0005215,P001537,2025-04-04 18:19:29,Damaged in Transit,83.4,Approved
RET0000494,ORD0005215,P000977,2025-04-05 18:19:29,Wrong Item Delivered,225.9,Approved
RET0000495,ORD0005242,P000275,2025-04-04 18:31:09,Expired Product,62.06,Approved
RET0000496,ORD0005243,P000929,2025-04-04 18:31:10,Damaged in Transit,329.17,Approved
RET0000497,ORD0005253,P001307,2025-04-04 18:37:41,Damaged in Transit,78.89,Approved
RET0000498,ORD0005279,P001574,2025-04-05 18:46:32,Damaged in Transit,25.94,Approved
RET0000499,ORD0005281,P002163,2025-04-04 18:48:32,Damaged in Transit,421.55,Approved
RET0000500,ORD0005283,P002072,2025-04-04 18:50:20,Damaged in Transit,21.22,Approved
RET0000501,ORD0005293,P002136,2025-04-04 18:55:45,Damaged in Transit,0.0,Pending
RET0000502,ORD0005311,P000075,2025-04-04 19:00:42,Damaged in Transit,83.94,Approved
RET0000503,ORD0005322,P000469,2025-04-04 19:05:21,Damaged in Transit,0.0,Rejected
RET0000504,ORD0005378,P001446,2025-04-04 19:26:53,Wrong Item Delivered,50.73,Approved
RET0000505,ORD0005386,P000471,2025-04-04 19:29:49,Damaged in Transit,115.97,Approved
RET0000506,ORD0005397,P000525,2025-04-04 19:33:57,Expired Product,53.66,Approved
RET0000507,ORD0005402,P002254,2025-04-05 19:35:17,Damaged in Transit,0.0,Pending
RET0000508,ORD0005404,P001718,2025-04-04 19:36:25,Wrong Item Delivered,200.35,Approved
RET0000509,ORD0005411,P000179,2025-04-04 19:40:34,Wrong Item Delivered,0.0,Pending
RET0000510,ORD0005430,P000433,2025-04-04 19:46:58,Quality/Freshness Issue,37.0,Approved
RET0000511,ORD0005431,P001924,2025-04-04 19:47:08,Expired Product,99.87,Approved
RET0000512,ORD0005454,P002133,2025-04-05 19:56:42,Quality/Freshness Issue,253.29,Approved
RET0000513,ORD0005455,P001128,2025-04-04 19:56:44,Not as Expected,131.17,Approved
RET0000514,ORD0005463,P002103,2025-04-04 20:00:42,Quality/Freshness Issue,116.87,Approved
RET0000515,ORD0005465,P002081,2025-04-05 20:01:42,Quality/Freshness Issue,407.55,Approved
RET0000516,ORD0005518,P000157,2025-04-05 20:21:57,Damaged in Transit,99.73,Approved
RET0000517,ORD0005525,P000889,2025-04-06 20:24:07,Damaged in Transit,64.06,Approved
RET0000518,ORD0005528,P000525,2025-04-04 20:24:49,Wrong Item Delivered,80.84,Approved
RET0000519,ORD0005531,P001630,2025-04-06 20:25:40,Wrong Item Delivered,51.84,Approved
RET0000520,ORD0005542,P002289,2025-04-07 20:28:41,Damaged in Transit,75.54,Approved
RET0000521,ORD0005548,P000785,2025-04-04 20:30:05,Quality/Freshness Issue,103.26,Approved
RET0000522,ORD0005554,P000724,2025-04-04 20:32:41,Expired Product,30.78,Approved
RET0000523,ORD0005555,P001250,2025-04-04 20:32:58,Damaged in Transit,127.78,Approved
RET0000524,ORD0005568,P001700,2025-04-05 20:37:05,Damaged in Transit,0.0,Rejected
RET0000525,ORD0005589,P001293,2025-04-04 20:45:56,Quality/Freshness Issue,20.52,Approved
RET0000526,ORD0005595,P000070,2025-04-04 20:47:24,Damaged in Transit,95.47,Approved
RET0000527,ORD0005599,P000741,2025-04-04 20:48:47,Wrong Item Delivered,211.17,Approved
RET0000528,ORD0005604,P000194,2025-04-04 20:50:11,Quality/Freshness Issue,188.16,Approved
RET0000529,ORD0005619,P000199,2025-04-05 20:56:43,Damaged in Transit,17.33,Approved
