Product_ID,SKU,Product_Name,Brand,Brand_Tier,Category,Sub_Category,Item,Type,Variant,Flavour,Unit,Size,MRP,Selling_Price,Cost_Price,Discount_Percentage,Shelf_Life_Days,Storage_Type,GST_Percentage,Is_Perishable,Product_Status,Average_Rating,Launch_Status
P000100,SYS-BAT-9V-40,Syska Batteries Zinc Carbon 9V 4.0 pack,Syska,Popular,Household Essentials,Electronics,Batteries,Zinc Carbon,9V,Not Applicable,pack,4.0,109,101.26,67.72,7.1,3650,Ambient,18,False,Available,4.5,Regular
P000101,BEN-COL-STA-1000-1,Benadryl Cold Relief Vaporub Standard Menthol 100.0 ml,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Vaporub,Standard,Menthol,ml,100.0,105,100.07,77.82,4.7,730,Ambient,12,False,Available,4.5,Regular
P000102,BEV-COF-DEC-1000-1,Bevzilla Coffee Powder Filter Decaf Hazelnut 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Decaf,Hazelnut,g,100.0,219,179.48,119.14,18.0,365,Ambient,18,False,Available,4.8,Seasonal
P000103,ITC-FRI-VEG-7500,ITC Master Chef Fries & Bites French Fries Veg Masala 750.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Veg,Masala,g,750.0,309,286.98,218.63,7.1,180,Frozen,18,True,Available,4.5,Regular
P000104,THE-FAC-HYD-500,The Derma Co Face Serum Liquid Serum Hydrating Salicylic Acid 50.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Salicylic Acid,ml,50.0,959,907.03,526.39,5.4,730,Ambient,18,False,Available,4.7,Regular
P000105,BEV-COF-GOL-1000,Bevzilla Coffee Powder Filter Gold Original 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Gold,Original,g,100.0,199,198.95,136.97,0.0,365,Ambient,18,False,Low Stock,4.5,Regular
P000106,ENG-BRE-FRU-4000,English Oven Bread Loaf Whole Wheat Fruit 400.0 g,English Oven,Popular,"Dairy, Bread & Eggs",Bread,Bread Loaf,Whole Wheat,Fruit,Not Applicable,g,400.0,49,41.55,30.9,15.2,5,Ambient,0,False,Available,4.3,Regular
P000107,PUR-PET-SEN-12,Purepet Pet Food Treats Senior Chicken 1.2 kg,Purepet,Budget,Pet Care,Dog & Cat Food,Pet Food,Treats,Senior,Chicken,kg,1.2,405,396.72,311.03,2.0,540,Ambient,18,False,Available,4.0,Regular
P000108,PRI-CHI-ROA-900,Pringles Corn Chips Roasted Tomato 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Corn Chips,Roasted,Tomato,g,90.0,39,34.08,24.52,12.6,180,Ambient,12,False,Available,4.7,Regular
P000109,PRI-CHI-BAK-1500-1,Pringles Potato Chips Baked Classic Salted 150.0 g,Pringles,Premium,Snacks,Munchies,Chips,Potato Chips,Baked,Classic Salted,g,150.0,89,57.96,42.91,34.9,180,Ambient,12,False,Available,4.6,Regular
P000110,FOR-CHA-GLU-62,Fortune Chakki Atta Maida Gluten Free 6.2 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Gluten Free,Not Applicable,kg,6.2,379,319.97,247.4,15.6,90,Ambient,0,False,Available,4.4,Regular
P000111,MCC-FRI-VEG-4000,McCain Fries & Bites Nuggets Veg Spicy 400.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Veg,Spicy,g,400.0,169,152.2,108.57,9.9,180,Frozen,18,True,Available,4.8,Regular
P000112,GAR-FAC-HYD-300-1,Garnier Face Serum Gel Hydrating Vitamin C 30.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Vitamin C,ml,30.0,559,555.14,292.69,0.7,730,Ambient,18,False,Available,3.9,Regular
P000113,LIC-CHI-ANT-2500,Licious Chicken Boneless Antibiotic Free 250.0 g,Licious,Premium,Meat & Fish,Chicken,Chicken,Boneless,Antibiotic Free,Not Applicable,g,250.0,95,64.84,42.64,31.7,3,Refrigerated,5,True,Available,4.5,Regular
P000114,FAS-BAS-LEA-10,Fastrack Basic Wear Socks Leather 1.0 pc,Fastrack,Popular,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,Socks,Leather,Not Applicable,pc,1.0,605,581.22,395.16,3.9,3650,Ambient,12,False,Available,4.4,Regular
P000115,LIZ-DET-FRO-10,Lizol Detergent Powder Front Load Fresh Spring 1.0 L,Lizol,Popular,Household Essentials,Cleaning Essentials,Detergent,Powder,Front Load,Fresh Spring,L,1.0,295,294.23,218.21,0.3,730,Ambient,18,False,Available,4.5,Regular
P000116,VIM-DET-HAN-10-1,Vim Detergent Pods Hand Wash Lavender 1.0 L,Vim,Popular,Household Essentials,Cleaning Essentials,Detergent,Pods,Hand Wash,Lavender,L,1.0,315,257.57,187.83,18.2,730,Ambient,18,False,Available,4.4,Regular
P000117,GAR-FAC-HYD-500,Garnier Face Serum Gel Hydrating Vitamin C 50.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Vitamin C,ml,50.0,635,594.9,372.31,6.3,730,Ambient,18,False,Available,4.1,Regular
P000118,MEI-CHI-WIT-5000,Meister Chicken Wings With Skin 500.0 g,Meister,Popular,Meat & Fish,Chicken,Chicken,Wings,With Skin,Not Applicable,g,500.0,269,177.65,131.44,34.0,3,Refrigerated,5,True,Available,4.5,Regular
P000119,COU-MIL-TON-10,Country Delight Buffalo Milk Toned Plain 1.0 L,Country Delight,Premium,"Dairy, Bread & Eggs",Milk,Milk,Buffalo Milk,Toned,Plain,L,1.0,59,56.16,44.44,4.8,2,Refrigerated,0,True,Available,4.8,Regular
P000120,KUR-CHI-BAK-300-1,Kurkure Corn Chips Baked Magic Masala 30.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Corn Chips,Baked,Magic Masala,g,30.0,12,10.21,8.15,14.9,180,Ambient,12,False,Low Stock,4.5,Regular
P000121,KUR-CHI-ROA-1500,Kurkure Potato Chips Roasted Classic Salted 150.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Potato Chips,Roasted,Classic Salted,g,150.0,115,106.27,81.91,7.6,180,Ambient,12,False,Available,4.5,Regular
P000122,HAL-CHI-BAK-300,Haldiram's Chips Nachos Baked Classic Salted 30.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Nachos,Baked,Classic Salted,g,30.0,15,13.73,9.72,8.5,180,Ambient,12,False,Low Stock,4.5,Regular
P000123,PRI-CHI-FRI-900,Pringles Potato Chips Fried Tomato 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Potato Chips,Fried,Tomato,g,90.0,35,24.56,16.05,29.8,180,Ambient,12,False,Available,4.5,Regular
P000124,AAS-CHA-GLU-100,Aashirvaad Chakki Atta Besan Gluten Free 10.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Besan,Gluten Free,Not Applicable,kg,10.0,489,479.23,335.25,2.0,90,Ambient,0,False,Available,4.7,Regular
P000125,FOR-CHA-GLU-100,Fortune Chakki Atta Besan Gluten Free 10.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Gluten Free,Not Applicable,kg,10.0,465,464.64,322.67,0.1,90,Ambient,0,False,Available,4.6,Regular
P000126,PAT-CHA-SEL-50,Patanjali Chakki Atta Multigrain Select 5.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Multigrain,Select,Not Applicable,kg,5.0,299,273.19,195.64,8.6,90,Ambient,0,False,Available,4.1,Regular
P000127,BIN-CHI-BAK-300-2,Bingo Corn Chips Baked Cheese 30.0 g,Bingo,Budget,Snacks,Munchies,Chips,Corn Chips,Baked,Cheese,g,30.0,13,10.64,8.15,18.2,180,Ambient,12,False,Available,4.3,Regular
P000128,KUR-CHI-BAK-300-2,Kurkure Corn Chips Baked Classic Salted 30.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Corn Chips,Baked,Classic Salted,g,30.0,15,12.89,10.3,14.0,180,Ambient,12,False,Available,4.3,Regular
P000129,LAY-CHI-FRI-300-1,Lay's Chips Extruded Snacks Fried Classic Salted 30.0 g,Lay's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Fried,Classic Salted,g,30.0,15,12.66,9.17,15.6,180,Ambient,12,False,Available,4.3,Regular
P000130,VIC-COL-NON-250,Vicks Cold Relief Vaporub Non-Drowsy Tulsi 25.0 g,Vicks,Popular,Pharmacy,Cold & Flu,Cold Relief,Vaporub,Non-Drowsy,Tulsi,g,25.0,49,47.74,38.73,2.6,730,Ambient,12,False,Available,4.4,Regular
P000131,UNB-TOM-ORG-5000,Unbranded Tomato Hybrid Organic 500.0 g,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Hybrid,Organic,Not Applicable,g,500.0,35,26.69,21.5,23.8,4,Ambient,0,True,Available,4.0,Regular
P000132,ARI-DET-TOP-10,Ariel Detergent Liquid Top Load Lavender 1.0 L,Ariel,Premium,Household Essentials,Cleaning Essentials,Detergent,Liquid,Top Load,Lavender,L,1.0,259,226.8,169.88,12.4,730,Ambient,18,False,Available,4.8,New Arrival
P000133,UNB-ONI-PRE-15,Unbranded Onion Red Premium Grade 1.5 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Onion,Red,Premium Grade,Not Applicable,kg,1.5,75,49.91,38.12,33.4,4,Ambient,0,True,Available,4.0,Regular
P000134,LAY-CHI-ROA-1500,Lay's Potato Chips Roasted Cheese 150.0 g,Lay's,Popular,Snacks,Munchies,Chips,Potato Chips,Roasted,Cheese,g,150.0,69,59.46,40.53,13.8,180,Ambient,12,False,Available,4.3,New Arrival
P000135,KUR-CHI-ROA-1500-1,Kurkure Chips Nachos Roasted Classic Salted 150.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Nachos,Roasted,Classic Salted,g,150.0,99,90.09,66.5,9.0,180,Ambient,12,False,Available,4.3,Regular
P000136,THE-FAC-HYD-300,The Derma Co Face Serum Gel Hydrating Vitamin C 30.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Vitamin C,ml,30.0,609,423.18,273.94,30.5,730,Ambient,18,False,Available,4.6,Regular
P000137,PRI-CHI-BAK-900-1,Pringles Potato Chips Baked Magic Masala 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Potato Chips,Baked,Magic Masala,g,90.0,39,26.82,20.08,31.2,180,Ambient,12,False,Available,4.7,Regular
P000138,FAR-ONI-REG-75,Farm Fresh Onion White Regular 7.5 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Onion,White,Regular,Not Applicable,kg,7.5,245,184.47,152.77,24.7,4,Ambient,0,True,Low Stock,4.4,Regular
P000139,MAM-DIA-PRE-320,MamyPoko Diapers Pant Style Premium Care 32.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Pant Style,Premium Care,Not Applicable,pack,32.0,769,634.72,419.21,17.5,1095,Ambient,12,False,Available,4.3,Regular
P000140,MEI-CHI-SKI-2500,Meister Chicken Wings Skinless 250.0 g,Meister,Popular,Meat & Fish,Chicken,Chicken,Wings,Skinless,Not Applicable,g,250.0,129,121.04,92.44,6.2,3,Refrigerated,5,True,Available,4.3,Regular
P000141,MIN-FAC-HYD-300-1,Minimalist Face Serum Gel Hydrating Niacinamide 30.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Niacinamide,ml,30.0,489,399.27,212.7,18.3,730,Ambient,18,False,Available,4.6,Regular
P000142,NAT-CHA-SEL-30,Nature Fresh Chakki Atta Wheat Select 3.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Wheat,Select,Not Applicable,kg,3.0,215,202.96,159.98,5.6,90,Ambient,0,False,Available,4.6,Regular
P000143,HUG-DIA-STA-730,Huggies Diapers Pant Style Standard 73.0 pack,Huggies,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Pant Style,Standard,Not Applicable,pack,73.0,1215,1153.85,774.74,5.0,1095,Ambient,12,False,Available,4.6,Regular
P000144,NIV-FAC-ANT-300,Nivea Face Serum Gel Anti-Acne Niacinamide 30.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Niacinamide,ml,30.0,739,725.28,461.94,1.9,730,Ambient,18,False,Available,4.6,Regular
P000145,NES-COF-DEC-500-1,Nescafé Coffee Powder Instant Decaf Vanilla 50.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Instant,Decaf,Vanilla,g,50.0,139,117.11,88.86,15.7,365,Ambient,18,False,Available,4.3,Regular
P000146,MAM-FAC-BRI-500,Mamaearth Face Serum Liquid Serum Brightening Salicylic Acid 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Salicylic Acid,ml,50.0,905,768.24,476.63,15.1,730,Ambient,18,False,Available,4.5,Regular
P000147,ZES-APP-WAX-10,Zespri Apple Kashmiri Wax Free 1.0 kg,Zespri,Premium,Fruits & Vegetables,Fresh Fruits,Apple,Kashmiri,Wax Free,Not Applicable,kg,1.0,199,168.64,136.21,15.3,5,Refrigerated,0,True,Available,4.9,Regular
P000148,AAS-CHA-SEL-30,Aashirvaad Chakki Atta Maida Select 3.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Maida,Select,Not Applicable,kg,3.0,139,103.96,69.75,25.2,90,Ambient,0,False,Available,4.8,Regular
P000149,LIC-CHI-WIT-10,Licious Chicken Mince With Skin 1.0 kg,Licious,Premium,Meat & Fish,Chicken,Chicken,Mince,With Skin,Not Applicable,kg,1.0,399,354.3,255.9,11.2,3,Refrigerated,5,True,Low Stock,4.6,Seasonal
P000150,NES-COF-GOL-500-1,Nescafé Coffee Powder Roast & Ground Gold Mocha 50.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Gold,Mocha,g,50.0,79,65.77,48.87,16.7,365,Ambient,18,False,Available,4.2,Regular
P000151,FAR-TOM-REG-1500,Farm Fresh Tomato Cherry Regular 1500 g,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Tomato,Cherry,Regular,Not Applicable,g,1500.0,69,56.15,46.68,18.6,4,Ambient,0,True,Available,4.3,Regular
P000152,CRO-PAI-FAS-150,Crocin Pain Reliever Spray Fast Action 15.0 strip,Crocin,Popular,Pharmacy,Pain Relief,Pain Reliever,Spray,Fast Action,Not Applicable,strip,15.0,30,19.69,15.72,34.4,730,Ambient,12,False,Available,4.3,Regular
P000153,PAM-DIA-STA-330,Pampers Diapers Taped Standard 33.0 pack,Pampers,Premium,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Standard,Not Applicable,pack,33.0,1305,1277.65,877.96,2.1,1095,Ambient,12,False,Available,4.6,Regular
P000154,AAS-CHA-SHA-30,Aashirvaad Chakki Atta Besan Sharbati 3.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Besan,Sharbati,Not Applicable,kg,3.0,175,171.06,122.19,2.3,90,Ambient,0,False,Available,4.9,Regular
P000155,ARI-DET-TOP-10-1,Ariel Detergent Pods Top Load Lavender 1.0 kg,Ariel,Premium,Household Essentials,Cleaning Essentials,Detergent,Pods,Top Load,Lavender,kg,1.0,205,167.81,116.1,18.1,730,Ambient,18,False,Available,4.8,Seasonal
P000156,AKS-MIL-DOU-5000,Akshayakalpa A2 Milk Double Toned Plain 500.0 ml,Akshayakalpa,Premium,"Dairy, Bread & Eggs",Milk,Milk,A2 Milk,Double Toned,Plain,ml,500.0,35,31.75,24.47,9.3,2,Refrigerated,0,True,Available,4.8,Regular
P000157,BEV-COF-DEC-500,Bevzilla Coffee Powder Filter Decaf Hazelnut 50.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Decaf,Hazelnut,g,50.0,129,119.5,95.43,7.4,365,Ambient,18,False,Low Stock,4.7,Regular
P000158,GAR-FAC-HYD-300-2,Garnier Face Serum Liquid Serum Hydrating Salicylic Acid 30.0 ml,Garnier,Budget,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Salicylic Acid,ml,30.0,449,299.04,171.61,33.4,730,Ambient,18,False,Available,4.1,Regular
P000159,THE-FAC-HYD-300-1,The Derma Co Face Serum Liquid Serum Hydrating Niacinamide 30.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Niacinamide,ml,30.0,525,485.98,315.79,7.4,730,Ambient,18,False,Discontinued,4.8,Regular
P000160,ABH-EGG-BRO-120,Abhi Eggs Table Eggs Brown 12.0 pc,Abhi Eggs,Budget,"Dairy, Bread & Eggs",Eggs,Eggs,Table Eggs,Brown,Not Applicable,pc,12.0,89,79.22,61.44,11.0,21,Refrigerated,0,True,Low Stock,3.9,Regular
P000161,UNB-TOM-ORG-625,Unbranded Tomato Hybrid Organic 625 g,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Hybrid,Organic,Not Applicable,g,625.0,27,22.03,18.51,18.4,4,Ambient,0,True,Available,4.2,Regular
P000162,NAT-CHA-SHA-20,Nature Fresh Chakki Atta Wheat Sharbati 2.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Wheat,Sharbati,Not Applicable,kg,2.0,109,94.17,67.46,13.6,90,Ambient,0,False,Available,4.5,New Arrival
P000163,PAT-CHA-SHA-62,Patanjali Chakki Atta Multigrain Sharbati 6.2 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Multigrain,Sharbati,Not Applicable,kg,6.2,335,328.1,245.2,2.1,90,Ambient,0,False,Available,4.1,Seasonal
P000164,NAT-CHA-GLU-20,Nature Fresh Chakki Atta Maida Gluten Free 2.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Gluten Free,Not Applicable,kg,2.0,129,92.04,64.66,28.7,90,Ambient,0,False,Available,4.4,Regular
P000165,FAR-TOM-ORG-30,Farm Fresh Tomato Cherry Organic 3.0 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Tomato,Cherry,Organic,Not Applicable,kg,3.0,219,204.93,167.53,6.4,4,Ambient,0,True,Available,4.4,Regular
P000166,ITC-FRI-CHI-4000,ITC Master Chef Fries & Bites French Fries Chicken Classic 400.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Chicken,Classic,g,400.0,195,180.89,142.58,7.2,180,Frozen,18,True,Available,4.4,Regular
P000167,PUM-BAS-LEA-10,Puma Basic Wear Wallet Leather 1.0 pc,Puma,Premium,Fashion & Lifestyle,Apparel & Accessories,Basic Wear,Wallet,Leather,Not Applicable,pc,1.0,569,373.55,250.19,34.3,3650,Ambient,12,False,Out Of Stock,4.8,Regular
P000168,BIN-CHI-BAK-1500,Bingo Chips Nachos Baked Cream & Onion 150.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Baked,Cream & Onion,g,150.0,115,106.82,75.64,7.1,180,Ambient,12,False,Available,4.0,Regular
P000169,ITC-FRI-CHI-7500,ITC Master Chef Fries & Bites Aloo Tikki Chicken Spicy 750.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Aloo Tikki,Chicken,Spicy,g,750.0,365,325.61,243.7,10.8,180,Frozen,18,True,Available,4.3,New Arrival
P000170,FAR-TOM-REG-12,Farm Fresh Tomato Cherry Regular 1.2 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Tomato,Cherry,Regular,Not Applicable,kg,1.2,69,57.2,45.16,17.1,4,Ambient,0,True,Low Stock,4.4,Regular
P000171,BRU-COF-CLA-1000,Bru Coffee Powder Filter Classic Original 100.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Filter,Classic,Original,g,100.0,329,270.41,178.25,17.8,365,Ambient,18,False,Available,4.5,New Arrival
P000172,REL-CHI-ANT-10,Relish Chicken Mince Antibiotic Free 1.0 kg,Relish,Popular,Meat & Fish,Chicken,Chicken,Mince,Antibiotic Free,Not Applicable,kg,1.0,419,306.9,237.82,26.8,3,Refrigerated,5,True,Available,4.5,Regular
P000173,COU-MIL-TON-5000-1,Country Delight A2 Milk Toned Plain 500.0 ml,Country Delight,Premium,"Dairy, Bread & Eggs",Milk,Milk,A2 Milk,Toned,Plain,ml,500.0,27,25.33,19.31,6.2,2,Refrigerated,0,True,Available,4.8,Seasonal
P000174,MAM-DIA-STA-720,MamyPoko Diapers Taped Standard 72.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Standard,Not Applicable,pack,72.0,1085,1073.58,794.92,1.1,1095,Ambient,12,False,Available,4.2,Regular
P000175,PAT-CHA-SHA-50,Patanjali Chakki Atta Multigrain Sharbati 5.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Multigrain,Sharbati,Not Applicable,kg,5.0,369,269.01,213.04,27.1,90,Ambient,0,False,Available,4.2,Regular
P000176,PAT-CHA-GLU-150,Patanjali Chakki Atta Besan Gluten Free 15.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Besan,Gluten Free,Not Applicable,kg,15.0,849,764.27,599.5,10.0,90,Ambient,0,False,Available,4.1,Regular
P000177,NES-COF-GOL-1000-1,Nescafé Coffee Powder Roast & Ground Gold Original 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Gold,Original,g,100.0,165,157.31,116.65,4.7,365,Ambient,18,False,Available,4.3,Regular
P000178,UNB-CHI-ANT-5000,Unbranded Chicken Drumsticks Antibiotic Free 500.0 g,Unbranded,Budget,Meat & Fish,Chicken,Chicken,Drumsticks,Antibiotic Free,Not Applicable,g,500.0,275,201.72,157.55,26.6,3,Refrigerated,5,True,Discontinued,4.1,Regular
P000179,ENG-BRE-FRU-2000,English Oven Bread Loaf Multigrain Fruit 200.0 g,English Oven,Popular,"Dairy, Bread & Eggs",Bread,Bread Loaf,Multigrain,Fruit,Not Applicable,g,200.0,23,20.62,15.39,10.4,5,Ambient,0,False,Low Stock,4.6,Regular
P000180,LAY-CHI-BAK-900-1,Lay's Potato Chips Baked Tomato 90.0 g,Lay's,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Tomato,g,90.0,45,41.7,27.91,7.3,180,Ambient,12,False,Available,4.6,Regular
P000181,FOR-CHA-SEL-30,Fortune Chakki Atta Besan Select 3.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Select,Not Applicable,kg,3.0,189,147.37,96.93,22.0,90,Ambient,0,False,Available,4.4,Regular
P000182,VIM-DET-FRO-10,Vim Detergent Liquid Front Load Lavender 1.0 kg,Vim,Popular,Household Essentials,Cleaning Essentials,Detergent,Liquid,Front Load,Lavender,kg,1.0,189,161.47,111.04,14.6,730,Ambient,18,False,Available,4.6,Regular
P000183,ITC-FRI-VEG-7500-1,ITC Master Chef Fries & Bites Nuggets Veg Masala 750.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Veg,Masala,g,750.0,289,279.76,201.41,3.2,180,Frozen,18,True,Available,4.6,Regular
P000184,REL-CHI-ANT-10-1,Relish Chicken Curry Cut Antibiotic Free 1.0 kg,Relish,Popular,Meat & Fish,Chicken,Chicken,Curry Cut,Antibiotic Free,Not Applicable,kg,1.0,409,358.81,282.23,12.3,3,Refrigerated,5,True,Available,4.3,Regular
P000185,MIN-FAC-HYD-300-2,Minimalist Face Serum Liquid Serum Hydrating Vitamin C 30.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Vitamin C,ml,30.0,565,499.7,348.74,11.6,730,Ambient,18,False,Available,4.7,Regular
P000186,LAY-CHI-BAK-900-2,Lay's Chips Extruded Snacks Baked Tomato 90.0 g,Lay's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Baked,Tomato,g,90.0,45,42.44,32.13,5.7,180,Ambient,12,False,Available,4.4,Regular
P000187,THE-FAC-BRI-500,The Derma Co Face Serum Gel Brightening Vitamin C 50.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Vitamin C,ml,50.0,875,744.46,408.64,14.9,730,Ambient,18,False,Available,4.6,Regular
P000188,MAM-DIA-ALO-730,MamyPoko Diapers Taped Aloe Vera Enriched 73.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Aloe Vera Enriched,Not Applicable,pack,73.0,1369,1245.93,885.17,9.0,1095,Ambient,12,False,Available,4.5,Regular
P000189,HUG-DIA-ALO-320,Huggies Diapers Taped Aloe Vera Enriched 32.0 pack,Huggies,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Aloe Vera Enriched,Not Applicable,pack,32.0,919,864.39,577.13,5.9,1095,Ambient,12,False,Available,4.4,Regular
P000190,BEV-COF-CLA-1000,Bevzilla Coffee Powder Instant Classic Mocha 100.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Instant,Classic,Mocha,g,100.0,199,181.94,127.92,8.6,365,Ambient,18,False,Available,4.8,Regular
P000191,DOT-FAC-BRI-300,Dot & Key Face Serum Gel Brightening Salicylic Acid 30.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Salicylic Acid,ml,30.0,485,458.83,263.8,5.4,730,Ambient,18,False,Available,4.7,Regular
P000192,LIZ-DET-FRO-10-1,Lizol Detergent Pods Front Load Lavender 1.0 L,Lizol,Popular,Household Essentials,Cleaning Essentials,Detergent,Pods,Front Load,Lavender,L,1.0,315,264.18,183.85,16.1,730,Ambient,18,False,Available,4.3,New Arrival
P000193,SYS-BAT-AAA-20,Syska Batteries Alkaline AAA 2.0 pack,Syska,Popular,Household Essentials,Electronics,Batteries,Alkaline,AAA,Not Applicable,pack,2.0,69,67.16,51.02,2.7,3650,Ambient,18,False,Low Stock,4.3,Regular
P000194,ITC-FRI-CHI-7500-1,ITC Master Chef Fries & Bites French Fries Chicken Spicy 750.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Chicken,Spicy,g,750.0,229,215.99,169.22,5.7,180,Frozen,18,True,Available,4.4,Seasonal
P000195,LIC-CHI-WIT-5000,Licious Chicken Drumsticks With Skin 500.0 g,Licious,Premium,Meat & Fish,Chicken,Chicken,Drumsticks,With Skin,Not Applicable,g,500.0,225,205.87,149.5,8.5,3,Refrigerated,5,True,Available,4.6,Regular
P000196,MIN-FAC-BRI-500,Minimalist Face Serum Gel Brightening Hyaluronic Acid 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Hyaluronic Acid,ml,50.0,659,594.1,413.24,9.8,730,Ambient,18,False,Available,4.9,Regular
P000197,THE-FAC-ANT-300,The Derma Co Face Serum Liquid Serum Anti-Acne Salicylic Acid 30.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Salicylic Acid,ml,30.0,509,505.82,309.72,0.6,730,Ambient,18,False,Available,4.5,Regular
P000198,AMU-MIL-TON-5000,Amul Cow Milk Toned Plain 500.0 ml,Amul,Popular,"Dairy, Bread & Eggs",Milk,Milk,Cow Milk,Toned,Plain,ml,500.0,26,23.36,17.93,10.1,2,Refrigerated,0,True,Available,4.4,Regular
